Frame:	Label:	Points:	Bounding Box ID:	Frame path: data2/omelette/
9	shell_egg	(59,206,21,23)	7	9.jpg
9	bowl	(58,108,44,40)	17	9.jpg
9	frying_pan	(98,122,83,71)	14	9.jpg
9	pan_handle	(206,76,25,54)	15	9.jpg
9	milk_carton	(0,220,16,34)	23	9.jpg
9	saltshaker	(14,166,43,56)	26	9.jpg
9	spoon	(28,178,22,34)	27	9.jpg
9	oil_bottle	(0,152,29,47)	24	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	pan	(189,116,68,69)	13	10.jpg
10	shell_egg	(59,206,21,23)	7	10.jpg
10	bowl	(58,108,44,40)	17	10.jpg
10	frying_pan	(98,122,83,71)	14	10.jpg
10	pan_handle	(206,76,25,54)	15	10.jpg
10	milk_carton	(0,220,16,34)	23	10.jpg
10	saltshaker	(14,166,43,56)	26	10.jpg
10	spoon	(28,178,22,34)	27	10.jpg
10	oil_bottle	(0,152,29,47)	24	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	pan	(189,116,68,69)	13	11.jpg
11	shell_egg	(59,206,21,23)	7	11.jpg
11	bowl	(58,108,44,40)	17	11.jpg
11	frying_pan	(98,122,83,71)	14	11.jpg
11	pan_handle	(206,76,25,54)	15	11.jpg
11	milk_carton	(0,220,16,34)	23	11.jpg
11	saltshaker	(14,166,43,56)	26	11.jpg
11	spoon	(28,178,22,34)	27	11.jpg
11	oil_bottle	(0,152,29,47)	24	11.jpg
12	table	(0,112,101,142)	29	12.jpg
12	stove	(103,112,154,123)	30	12.jpg
12	pan	(189,116,68,69)	13	12.jpg
12	shell_egg	(59,206,21,23)	7	12.jpg
12	bowl	(58,108,44,40)	17	12.jpg
12	frying_pan	(98,122,83,71)	14	12.jpg
12	pan_handle	(206,76,25,54)	15	12.jpg
12	milk_carton	(0,220,16,34)	23	12.jpg
12	saltshaker	(14,166,43,56)	26	12.jpg
12	spoon	(28,178,22,34)	27	12.jpg
12	oil_bottle	(0,152,29,47)	24	12.jpg
13	table	(0,112,101,142)	29	13.jpg
13	stove	(103,112,154,123)	30	13.jpg
13	pan	(189,116,68,69)	13	13.jpg
13	shell_egg	(59,206,21,23)	7	13.jpg
13	bowl	(58,108,44,40)	17	13.jpg
13	frying_pan	(98,122,83,71)	14	13.jpg
13	pan_handle	(206,76,25,54)	15	13.jpg
13	milk_carton	(0,220,16,34)	23	13.jpg
13	saltshaker	(14,166,43,56)	26	13.jpg
13	spoon	(28,178,22,34)	27	13.jpg
13	oil_bottle	(0,152,29,47)	24	13.jpg
14	table	(0,112,101,142)	29	14.jpg
14	stove	(103,112,154,123)	30	14.jpg
14	pan	(189,116,68,69)	13	14.jpg
14	shell_egg	(59,206,21,23)	7	14.jpg
14	bowl	(58,108,44,40)	17	14.jpg
14	frying_pan	(98,122,83,71)	14	14.jpg
14	pan_handle	(206,76,25,54)	15	14.jpg
14	milk_carton	(0,220,16,34)	23	14.jpg
14	saltshaker	(14,166,43,56)	26	14.jpg
14	spoon	(28,178,22,34)	27	14.jpg
14	oil_bottle	(0,152,29,47)	24	14.jpg
15	table	(0,112,101,142)	29	15.jpg
15	stove	(103,112,154,123)	30	15.jpg
15	pan	(189,116,68,69)	13	15.jpg
15	shell_egg	(59,206,21,23)	7	15.jpg
15	bowl	(58,108,44,40)	17	15.jpg
15	frying_pan	(98,122,83,71)	14	15.jpg
15	pan_handle	(206,76,25,54)	15	15.jpg
15	milk_carton	(0,220,16,34)	23	15.jpg
15	saltshaker	(14,166,43,56)	26	15.jpg
15	spoon	(28,178,22,34)	27	15.jpg
15	oil_bottle	(0,152,29,47)	24	15.jpg
16	table	(0,112,101,142)	29	16.jpg
16	stove	(103,112,154,123)	30	16.jpg
16	pan	(189,116,68,69)	13	16.jpg
16	shell_egg	(59,206,21,23)	7	16.jpg
16	bowl	(58,108,44,40)	17	16.jpg
16	frying_pan	(98,122,83,71)	14	16.jpg
16	pan_handle	(206,76,25,54)	15	16.jpg
16	milk_carton	(0,220,16,34)	23	16.jpg
16	saltshaker	(14,166,43,56)	26	16.jpg
16	spoon	(28,178,22,34)	27	16.jpg
16	oil_bottle	(0,152,29,47)	24	16.jpg
17	table	(0,112,101,142)	29	17.jpg
17	stove	(103,112,154,123)	30	17.jpg
17	pan	(189,116,68,69)	13	17.jpg
17	shell_egg	(59,206,21,23)	7	17.jpg
17	bowl	(58,108,44,40)	17	17.jpg
17	frying_pan	(98,122,83,71)	14	17.jpg
17	pan_handle	(206,76,25,54)	15	17.jpg
17	milk_carton	(0,220,16,34)	23	17.jpg
17	saltshaker	(14,166,43,56)	26	17.jpg
17	spoon	(28,178,22,34)	27	17.jpg
17	oil_bottle	(0,152,29,47)	24	17.jpg
18	table	(0,112,101,142)	29	18.jpg
18	stove	(103,112,154,123)	30	18.jpg
18	pan	(189,116,68,69)	13	18.jpg
18	shell_egg	(59,206,21,23)	7	18.jpg
18	bowl	(58,108,44,40)	17	18.jpg
18	frying_pan	(98,122,83,71)	14	18.jpg
18	pan_handle	(206,76,25,54)	15	18.jpg
18	milk_carton	(0,220,16,34)	23	18.jpg
18	saltshaker	(14,166,43,56)	26	18.jpg
18	spoon	(28,178,22,34)	27	18.jpg
18	oil_bottle	(0,152,29,47)	24	18.jpg
19	table	(0,112,101,142)	29	19.jpg
19	stove	(103,112,154,123)	30	19.jpg
19	pan	(189,116,68,69)	13	19.jpg
19	shell_egg	(59,206,21,23)	7	19.jpg
19	bowl	(58,108,44,40)	17	19.jpg
19	frying_pan	(98,122,83,71)	14	19.jpg
19	pan_handle	(206,76,25,54)	15	19.jpg
19	milk_carton	(0,220,16,34)	23	19.jpg
19	saltshaker	(14,166,43,56)	26	19.jpg
19	spoon	(28,178,22,34)	27	19.jpg
19	oil_bottle	(0,152,29,47)	24	19.jpg
20	table	(0,112,101,142)	29	20.jpg
20	stove	(103,112,154,123)	30	20.jpg
20	pan	(189,116,68,69)	13	20.jpg
20	shell_egg	(59,206,21,23)	7	20.jpg
20	bowl	(58,108,44,40)	17	20.jpg
20	frying_pan	(98,122,83,71)	14	20.jpg
20	pan_handle	(206,76,25,54)	15	20.jpg
20	milk_carton	(0,220,16,34)	23	20.jpg
20	saltshaker	(14,166,43,56)	26	20.jpg
20	spoon	(28,178,22,34)	27	20.jpg
20	oil_bottle	(0,152,29,47)	24	20.jpg
21	table	(0,112,101,142)	29	21.jpg
21	stove	(103,112,154,123)	30	21.jpg
21	pan	(189,116,68,69)	13	21.jpg
21	shell_egg	(59,206,21,23)	7	21.jpg
21	bowl	(58,108,44,40)	17	21.jpg
21	frying_pan	(98,122,83,71)	14	21.jpg
21	pan_handle	(206,76,25,54)	15	21.jpg
21	milk_carton	(0,220,16,34)	23	21.jpg
21	saltshaker	(14,166,43,56)	26	21.jpg
21	spoon	(28,178,22,34)	27	21.jpg
21	oil_bottle	(0,152,29,47)	24	21.jpg
22	table	(0,112,101,142)	29	22.jpg
22	stove	(103,112,154,123)	30	22.jpg
22	pan	(189,116,68,69)	13	22.jpg
22	shell_egg	(59,206,21,23)	7	22.jpg
22	bowl	(58,108,44,40)	17	22.jpg
22	frying_pan	(98,122,83,71)	14	22.jpg
22	pan_handle	(206,76,25,54)	15	22.jpg
22	milk_carton	(0,220,16,34)	23	22.jpg
22	saltshaker	(14,166,43,56)	26	22.jpg
22	spoon	(28,178,22,34)	27	22.jpg
22	oil_bottle	(0,152,29,47)	24	22.jpg
23	table	(0,112,101,142)	29	23.jpg
23	stove	(103,112,154,123)	30	23.jpg
23	pan	(189,116,68,69)	13	23.jpg
23	shell_egg	(59,206,21,23)	7	23.jpg
23	bowl	(58,108,44,40)	17	23.jpg
23	frying_pan	(98,122,83,71)	14	23.jpg
23	pan_handle	(206,76,25,54)	15	23.jpg
23	milk_carton	(0,220,16,34)	23	23.jpg
23	saltshaker	(14,166,43,56)	26	23.jpg
23	spoon	(28,178,22,34)	27	23.jpg
23	oil_bottle	(0,152,29,47)	24	23.jpg
24	table	(0,112,101,142)	29	24.jpg
24	stove	(103,112,154,123)	30	24.jpg
24	pan	(189,116,68,69)	13	24.jpg
24	shell_egg	(59,206,21,23)	7	24.jpg
24	bowl	(58,108,44,40)	17	24.jpg
24	frying_pan	(98,122,83,71)	14	24.jpg
24	pan_handle	(206,76,25,54)	15	24.jpg
24	milk_carton	(0,220,16,34)	23	24.jpg
24	saltshaker	(14,166,43,56)	26	24.jpg
24	spoon	(28,178,22,34)	27	24.jpg
24	oil_bottle	(0,152,29,47)	24	24.jpg
25	table	(0,112,101,142)	29	25.jpg
25	stove	(103,112,154,123)	30	25.jpg
25	pan	(189,116,68,69)	13	25.jpg
25	shell_egg	(59,206,21,23)	7	25.jpg
25	bowl	(58,108,44,40)	17	25.jpg
25	frying_pan	(98,122,83,71)	14	25.jpg
25	pan_handle	(206,76,25,54)	15	25.jpg
25	milk_carton	(0,220,16,34)	23	25.jpg
25	saltshaker	(14,166,43,56)	26	25.jpg
25	spoon	(28,178,22,34)	27	25.jpg
25	oil_bottle	(0,152,29,47)	24	25.jpg
26	table	(0,112,101,142)	29	26.jpg
26	stove	(103,112,154,123)	30	26.jpg
26	pan	(189,116,68,69)	13	26.jpg
26	shell_egg	(59,206,21,23)	7	26.jpg
26	bowl	(58,108,44,40)	17	26.jpg
26	frying_pan	(98,122,83,71)	14	26.jpg
26	pan_handle	(206,76,25,54)	15	26.jpg
26	milk_carton	(0,220,16,34)	23	26.jpg
26	saltshaker	(14,166,43,56)	26	26.jpg
26	spoon	(28,178,22,34)	27	26.jpg
26	oil_bottle	(0,152,29,47)	24	26.jpg
27	table	(0,112,101,142)	29	27.jpg
27	stove	(103,112,154,123)	30	27.jpg
27	pan	(189,116,68,69)	13	27.jpg
27	shell_egg	(59,206,21,23)	7	27.jpg
27	bowl	(58,108,44,40)	17	27.jpg
27	frying_pan	(98,122,83,71)	14	27.jpg
27	pan_handle	(206,76,25,54)	15	27.jpg
27	milk_carton	(0,220,16,34)	23	27.jpg
27	saltshaker	(14,166,43,56)	26	27.jpg
27	spoon	(28,178,22,34)	27	27.jpg
27	oil_bottle	(0,152,29,47)	24	27.jpg
28	table	(0,112,101,142)	29	28.jpg
28	stove	(103,112,154,123)	30	28.jpg
28	pan	(189,116,68,69)	13	28.jpg
28	shell_egg	(59,206,21,23)	7	28.jpg
28	bowl	(58,108,44,40)	17	28.jpg
28	frying_pan	(98,122,83,71)	14	28.jpg
28	pan_handle	(206,76,25,54)	15	28.jpg
28	milk_carton	(0,220,16,34)	23	28.jpg
28	saltshaker	(14,166,43,56)	26	28.jpg
28	spoon	(28,178,22,34)	27	28.jpg
28	oil_bottle	(0,152,29,47)	24	28.jpg
29	table	(0,112,101,142)	29	29.jpg
29	stove	(103,112,154,123)	30	29.jpg
29	pan	(189,116,68,69)	13	29.jpg
29	shell_egg	(59,206,21,23)	7	29.jpg
29	bowl	(58,108,44,40)	17	29.jpg
29	frying_pan	(98,122,83,71)	14	29.jpg
29	pan_handle	(206,76,25,54)	15	29.jpg
29	milk_carton	(0,220,16,34)	23	29.jpg
29	saltshaker	(14,166,43,56)	26	29.jpg
29	spoon	(28,178,22,34)	27	29.jpg
29	oil_bottle	(0,152,29,47)	24	29.jpg
30	table	(0,112,101,142)	29	30.jpg
30	stove	(103,112,154,123)	30	30.jpg
30	pan	(189,116,68,69)	13	30.jpg
30	shell_egg	(59,206,21,23)	7	30.jpg
30	bowl	(58,108,44,40)	17	30.jpg
30	frying_pan	(98,122,83,71)	14	30.jpg
30	pan_handle	(206,76,25,54)	15	30.jpg
30	milk_carton	(0,220,16,34)	23	30.jpg
30	saltshaker	(14,166,43,56)	26	30.jpg
30	spoon	(28,178,22,34)	27	30.jpg
30	oil_bottle	(0,152,29,47)	24	30.jpg
31	table	(0,112,101,142)	29	31.jpg
31	stove	(103,112,154,123)	30	31.jpg
31	pan	(189,116,68,69)	13	31.jpg
31	shell_egg	(59,206,21,23)	7	31.jpg
31	bowl	(58,108,44,40)	17	31.jpg
31	frying_pan	(98,122,83,71)	14	31.jpg
31	pan_handle	(206,76,25,54)	15	31.jpg
31	milk_carton	(0,220,16,34)	23	31.jpg
31	saltshaker	(14,166,43,56)	26	31.jpg
31	spoon	(28,178,22,34)	27	31.jpg
31	oil_bottle	(0,152,29,47)	24	31.jpg
32	table	(0,112,101,142)	29	32.jpg
32	stove	(103,112,154,123)	30	32.jpg
32	pan	(189,116,68,69)	13	32.jpg
32	shell_egg	(59,206,21,23)	7	32.jpg
32	bowl	(58,108,44,40)	17	32.jpg
32	frying_pan	(98,122,83,71)	14	32.jpg
32	pan_handle	(206,76,25,54)	15	32.jpg
32	milk_carton	(0,220,16,34)	23	32.jpg
32	saltshaker	(14,166,43,56)	26	32.jpg
32	spoon	(28,178,22,34)	27	32.jpg
32	oil_bottle	(0,152,29,47)	24	32.jpg
33	table	(0,112,101,142)	29	33.jpg
33	stove	(103,112,154,123)	30	33.jpg
33	pan	(189,116,68,69)	13	33.jpg
33	shell_egg	(59,206,21,23)	7	33.jpg
33	bowl	(58,108,44,40)	17	33.jpg
33	frying_pan	(98,122,83,71)	14	33.jpg
33	pan_handle	(206,76,25,54)	15	33.jpg
33	milk_carton	(0,220,16,34)	23	33.jpg
33	saltshaker	(14,166,43,56)	26	33.jpg
33	spoon	(28,178,22,34)	27	33.jpg
33	oil_bottle	(0,152,29,47)	24	33.jpg
34	table	(0,112,101,142)	29	34.jpg
34	stove	(103,112,154,123)	30	34.jpg
34	pan	(189,116,68,69)	13	34.jpg
34	shell_egg	(59,206,21,23)	7	34.jpg
34	bowl	(58,108,44,40)	17	34.jpg
34	frying_pan	(98,122,83,71)	14	34.jpg
34	pan_handle	(206,76,25,54)	15	34.jpg
34	milk_carton	(0,220,16,34)	23	34.jpg
34	saltshaker	(14,166,43,56)	26	34.jpg
34	spoon	(28,178,22,34)	27	34.jpg
34	oil_bottle	(0,152,29,47)	24	34.jpg
35	table	(0,112,101,142)	29	35.jpg
35	stove	(103,112,154,123)	30	35.jpg
35	pan	(189,116,68,69)	13	35.jpg
35	shell_egg	(59,206,21,23)	7	35.jpg
35	bowl	(58,108,44,40)	17	35.jpg
35	frying_pan	(98,122,83,71)	14	35.jpg
35	pan_handle	(206,76,25,54)	15	35.jpg
35	milk_carton	(0,220,16,34)	23	35.jpg
35	saltshaker	(14,166,43,56)	26	35.jpg
35	spoon	(28,178,22,34)	27	35.jpg
35	oil_bottle	(0,152,29,47)	24	35.jpg
36	table	(0,112,101,142)	29	36.jpg
36	stove	(103,112,154,123)	30	36.jpg
36	pan	(189,116,68,69)	13	36.jpg
36	shell_egg	(59,206,21,23)	7	36.jpg
36	bowl	(58,108,44,40)	17	36.jpg
36	frying_pan	(98,122,83,71)	14	36.jpg
36	pan_handle	(206,76,25,54)	15	36.jpg
36	milk_carton	(0,220,16,34)	23	36.jpg
36	saltshaker	(14,166,43,56)	26	36.jpg
36	spoon	(28,178,22,34)	27	36.jpg
36	oil_bottle	(0,152,29,47)	24	36.jpg
37	table	(0,112,101,142)	29	37.jpg
37	stove	(103,112,154,123)	30	37.jpg
37	pan	(189,116,68,69)	13	37.jpg
37	shell_egg	(59,206,21,23)	7	37.jpg
37	bowl	(58,108,44,40)	17	37.jpg
37	frying_pan	(98,122,83,71)	14	37.jpg
37	pan_handle	(206,76,25,54)	15	37.jpg
37	milk_carton	(0,220,16,34)	23	37.jpg
37	saltshaker	(14,166,43,56)	26	37.jpg
37	spoon	(28,178,22,34)	27	37.jpg
37	oil_bottle	(0,152,29,47)	24	37.jpg
38	table	(0,112,101,142)	29	38.jpg
38	stove	(103,112,154,123)	30	38.jpg
38	pan	(189,116,68,69)	13	38.jpg
38	shell_egg	(59,206,21,23)	7	38.jpg
38	bowl	(58,108,44,40)	17	38.jpg
38	frying_pan	(98,122,83,71)	14	38.jpg
38	pan_handle	(206,76,25,54)	15	38.jpg
38	milk_carton	(0,220,16,34)	23	38.jpg
38	saltshaker	(14,166,43,56)	26	38.jpg
38	spoon	(28,178,22,34)	27	38.jpg
38	oil_bottle	(0,152,29,47)	24	38.jpg
39	table	(0,112,101,142)	29	39.jpg
39	stove	(103,112,154,123)	30	39.jpg
39	pan	(189,116,68,69)	13	39.jpg
39	shell_egg	(59,206,21,23)	7	39.jpg
39	bowl	(58,108,44,40)	17	39.jpg
39	frying_pan	(98,122,83,71)	14	39.jpg
39	pan_handle	(206,76,25,54)	15	39.jpg
39	milk_carton	(0,220,16,34)	23	39.jpg
39	saltshaker	(14,166,43,56)	26	39.jpg
39	spoon	(28,178,22,34)	27	39.jpg
39	oil_bottle	(0,152,29,47)	24	39.jpg
40	table	(0,112,101,142)	29	40.jpg
40	stove	(103,112,154,123)	30	40.jpg
40	pan	(189,116,68,69)	13	40.jpg
40	shell_egg	(59,206,21,23)	7	40.jpg
40	bowl	(58,108,44,40)	17	40.jpg
40	frying_pan	(98,122,83,71)	14	40.jpg
40	pan_handle	(206,76,25,54)	15	40.jpg
40	milk_carton	(0,220,16,34)	23	40.jpg
40	saltshaker	(14,166,43,56)	26	40.jpg
40	spoon	(28,178,22,34)	27	40.jpg
40	oil_bottle	(0,152,29,47)	24	40.jpg
41	table	(0,112,101,142)	29	41.jpg
41	stove	(103,112,154,123)	30	41.jpg
41	pan	(189,116,68,69)	13	41.jpg
41	shell_egg	(59,206,21,23)	7	41.jpg
41	bowl	(58,108,44,40)	17	41.jpg
41	frying_pan	(98,122,83,71)	14	41.jpg
41	pan_handle	(206,76,25,54)	15	41.jpg
41	milk_carton	(0,220,16,34)	23	41.jpg
41	saltshaker	(14,166,43,56)	26	41.jpg
41	spoon	(28,178,22,34)	27	41.jpg
41	oil_bottle	(0,152,29,47)	24	41.jpg
42	table	(0,112,101,142)	29	42.jpg
42	stove	(103,112,154,123)	30	42.jpg
42	pan	(189,116,68,69)	13	42.jpg
42	shell_egg	(59,206,21,23)	7	42.jpg
42	bowl	(58,108,44,40)	17	42.jpg
42	frying_pan	(98,122,83,71)	14	42.jpg
42	pan_handle	(206,76,25,54)	15	42.jpg
42	milk_carton	(0,220,16,34)	23	42.jpg
42	saltshaker	(14,166,43,56)	26	42.jpg
42	spoon	(28,178,22,34)	27	42.jpg
42	oil_bottle	(0,152,29,47)	24	42.jpg
43	table	(0,112,101,142)	29	43.jpg
43	stove	(103,112,154,123)	30	43.jpg
43	pan	(189,116,68,69)	13	43.jpg
43	shell_egg	(59,206,21,23)	7	43.jpg
43	bowl	(58,108,44,40)	17	43.jpg
43	frying_pan	(98,122,83,71)	14	43.jpg
43	pan_handle	(206,76,25,54)	15	43.jpg
43	milk_carton	(0,220,16,34)	23	43.jpg
43	saltshaker	(14,166,43,56)	26	43.jpg
43	spoon	(28,178,22,34)	27	43.jpg
43	oil_bottle	(0,152,29,47)	24	43.jpg
44	table	(0,112,101,142)	29	44.jpg
44	stove	(103,112,154,123)	30	44.jpg
44	pan	(189,116,68,69)	13	44.jpg
44	shell_egg	(59,206,21,23)	7	44.jpg
44	bowl	(58,108,44,40)	17	44.jpg
44	frying_pan	(98,122,83,71)	14	44.jpg
44	pan_handle	(206,76,25,54)	15	44.jpg
44	milk_carton	(0,220,16,34)	23	44.jpg
44	saltshaker	(14,166,43,56)	26	44.jpg
44	spoon	(28,178,22,34)	27	44.jpg
44	oil_bottle	(0,152,29,47)	24	44.jpg
45	table	(0,112,101,142)	29	45.jpg
45	stove	(103,112,154,123)	30	45.jpg
45	pan	(189,116,68,69)	13	45.jpg
45	shell_egg	(59,206,21,23)	7	45.jpg
45	bowl	(58,108,44,40)	17	45.jpg
45	frying_pan	(98,122,83,71)	14	45.jpg
45	pan_handle	(206,76,25,54)	15	45.jpg
45	milk_carton	(0,220,16,34)	23	45.jpg
45	saltshaker	(14,166,43,56)	26	45.jpg
45	spoon	(28,178,22,34)	27	45.jpg
45	oil_bottle	(0,152,29,47)	24	45.jpg
46	table	(0,112,101,142)	29	46.jpg
46	stove	(103,112,154,123)	30	46.jpg
46	pan	(189,116,68,69)	13	46.jpg
46	shell_egg	(59,206,21,23)	7	46.jpg
46	bowl	(58,108,44,40)	17	46.jpg
46	frying_pan	(98,122,83,71)	14	46.jpg
46	pan_handle	(206,76,25,54)	15	46.jpg
46	milk_carton	(0,220,16,34)	23	46.jpg
46	saltshaker	(14,166,43,56)	26	46.jpg
46	spoon	(28,178,22,34)	27	46.jpg
46	oil_bottle	(0,152,29,47)	24	46.jpg
47	table	(0,112,101,142)	29	47.jpg
47	stove	(103,112,154,123)	30	47.jpg
47	pan	(189,116,68,69)	13	47.jpg
47	shell_egg	(59,206,21,23)	7	47.jpg
47	bowl	(58,108,44,40)	17	47.jpg
47	frying_pan	(98,122,83,71)	14	47.jpg
47	pan_handle	(206,76,25,54)	15	47.jpg
47	milk_carton	(0,220,16,34)	23	47.jpg
47	saltshaker	(14,166,43,56)	26	47.jpg
47	spoon	(28,178,22,34)	27	47.jpg
47	oil_bottle	(0,152,29,47)	24	47.jpg
48	table	(0,112,101,142)	29	48.jpg
48	stove	(103,112,154,123)	30	48.jpg
48	pan	(189,116,68,69)	13	48.jpg
48	shell_egg	(59,206,21,23)	7	48.jpg
48	bowl	(58,108,44,40)	17	48.jpg
48	frying_pan	(98,122,83,71)	14	48.jpg
48	pan_handle	(206,76,25,54)	15	48.jpg
48	milk_carton	(0,220,16,34)	23	48.jpg
48	saltshaker	(14,166,43,56)	26	48.jpg
48	spoon	(28,178,22,34)	27	48.jpg
48	oil_bottle	(0,152,29,47)	24	48.jpg
49	table	(0,112,101,142)	29	49.jpg
49	stove	(103,112,154,123)	30	49.jpg
49	pan	(189,116,68,69)	13	49.jpg
49	shell_egg	(59,206,21,23)	7	49.jpg
49	bowl	(58,108,44,40)	17	49.jpg
49	frying_pan	(98,122,83,71)	14	49.jpg
49	pan_handle	(206,76,25,54)	15	49.jpg
49	milk_carton	(0,220,16,34)	23	49.jpg
49	saltshaker	(14,166,43,56)	26	49.jpg
49	spoon	(28,178,22,34)	27	49.jpg
49	oil_bottle	(0,152,29,47)	24	49.jpg
50	table	(0,112,101,142)	29	50.jpg
50	stove	(103,112,154,123)	30	50.jpg
50	pan	(189,116,68,69)	13	50.jpg
50	shell_egg	(59,206,21,23)	7	50.jpg
50	bowl	(58,108,44,40)	17	50.jpg
50	frying_pan	(98,122,83,71)	14	50.jpg
50	pan_handle	(206,76,25,54)	15	50.jpg
50	milk_carton	(0,220,16,34)	23	50.jpg
50	saltshaker	(14,166,43,56)	26	50.jpg
50	spoon	(28,178,22,34)	27	50.jpg
