Frame:	Label:	Points:	Bounding Box ID:	Frame path: data6/boiled-egg/
18	pan_lid	(202,235,55,21)	16	18.jpg
18	table	(0,112,101,142)	29	18.jpg
18	stove	(103,112,154,123)	30	18.jpg
18	bowl	(50,109,46,44)	17	18.jpg
18	cutting_board	(9,113,56,61)	19	18.jpg
18	knife	(6,108,60,59)	22	18.jpg
19	shell_egg	(42,208,22,23)	7	19.jpg
19	pan	(185,117,72,70)	13	19.jpg
19	frying_pan	(98,93,84,107)	14	19.jpg
19	pan_handle	(114,93,30,48)	15	19.jpg
19	pan_lid	(202,235,55,21)	16	19.jpg
19	table	(0,112,101,142)	29	19.jpg
19	stove	(103,112,154,123)	30	19.jpg
19	bowl	(50,109,46,44)	17	19.jpg
19	cutting_board	(9,113,56,61)	19	19.jpg
19	knife	(6,108,60,59)	22	19.jpg
20	shell_egg	(42,208,22,23)	7	20.jpg
20	pan	(185,117,72,70)	13	20.jpg
20	frying_pan	(98,93,84,107)	14	20.jpg
20	pan_handle	(114,93,30,48)	15	20.jpg
20	pan_lid	(202,235,55,21)	16	20.jpg
20	table	(0,112,101,142)	29	20.jpg
20	stove	(103,112,154,123)	30	20.jpg
20	bowl	(50,109,46,44)	17	20.jpg
20	cutting_board	(9,113,56,61)	19	20.jpg
20	knife	(6,108,60,59)	22	20.jpg
21	shell_egg	(42,208,22,23)	7	21.jpg
21	pan	(185,117,72,70)	13	21.jpg
21	frying_pan	(98,93,84,107)	14	21.jpg
21	pan_handle	(114,93,30,48)	15	21.jpg
21	pan_lid	(202,235,55,21)	16	21.jpg
21	table	(0,112,101,142)	29	21.jpg
21	stove	(103,112,154,123)	30	21.jpg
21	bowl	(50,109,46,44)	17	21.jpg
21	cutting_board	(9,113,56,61)	19	21.jpg
21	knife	(6,108,60,59)	22	21.jpg
22	shell_egg	(42,208,22,23)	7	22.jpg
22	pan	(185,117,72,70)	13	22.jpg
22	frying_pan	(98,93,84,107)	14	22.jpg
22	pan_handle	(114,93,30,48)	15	22.jpg
22	pan_lid	(202,235,55,21)	16	22.jpg
22	table	(0,112,101,142)	29	22.jpg
22	stove	(103,112,154,123)	30	22.jpg
22	bowl	(50,109,46,44)	17	22.jpg
22	cutting_board	(9,113,56,61)	19	22.jpg
22	knife	(6,108,60,59)	22	22.jpg
23	shell_egg	(42,208,22,23)	7	23.jpg
23	pan	(185,117,72,70)	13	23.jpg
23	frying_pan	(98,93,84,107)	14	23.jpg
23	pan_handle	(114,93,30,48)	15	23.jpg
23	pan_lid	(202,235,55,21)	16	23.jpg
23	table	(0,112,101,142)	29	23.jpg
23	stove	(103,112,154,123)	30	23.jpg
23	bowl	(50,109,46,44)	17	23.jpg
23	cutting_board	(9,113,56,61)	19	23.jpg
23	knife	(6,108,60,59)	22	23.jpg
24	shell_egg	(42,208,22,23)	7	24.jpg
24	pan	(185,117,72,70)	13	24.jpg
24	frying_pan	(98,93,84,107)	14	24.jpg
24	pan_handle	(114,93,30,48)	15	24.jpg
24	pan_lid	(202,235,55,21)	16	24.jpg
24	table	(0,112,101,142)	29	24.jpg
24	stove	(103,112,154,123)	30	24.jpg
24	bowl	(50,109,46,44)	17	24.jpg
24	cutting_board	(9,113,56,61)	19	24.jpg
24	knife	(6,108,60,59)	22	24.jpg
25	shell_egg	(42,208,22,23)	7	25.jpg
25	pan	(185,117,72,70)	13	25.jpg
25	frying_pan	(98,93,84,107)	14	25.jpg
25	pan_handle	(114,93,30,48)	15	25.jpg
25	pan_lid	(202,235,55,21)	16	25.jpg
25	table	(0,112,101,142)	29	25.jpg
25	stove	(103,112,154,123)	30	25.jpg
25	bowl	(50,109,46,44)	17	25.jpg
25	cutting_board	(9,113,56,61)	19	25.jpg
25	knife	(6,108,60,59)	22	25.jpg
26	shell_egg	(42,208,22,23)	7	26.jpg
26	pan	(185,117,72,70)	13	26.jpg
26	frying_pan	(98,93,84,107)	14	26.jpg
26	pan_handle	(114,93,30,48)	15	26.jpg
26	pan_lid	(202,235,55,21)	16	26.jpg
26	table	(0,112,101,142)	29	26.jpg
26	stove	(103,112,154,123)	30	26.jpg
26	bowl	(50,109,46,44)	17	26.jpg
26	cutting_board	(9,113,56,61)	19	26.jpg
26	knife	(6,108,60,59)	22	26.jpg
27	shell_egg	(42,208,22,23)	7	27.jpg
27	pan	(185,117,72,70)	13	27.jpg
27	frying_pan	(98,93,84,107)	14	27.jpg
27	pan_handle	(114,93,30,48)	15	27.jpg
27	pan_lid	(202,235,55,21)	16	27.jpg
27	table	(0,112,101,142)	29	27.jpg
27	stove	(103,112,154,123)	30	27.jpg
27	bowl	(50,109,46,44)	17	27.jpg
27	cutting_board	(9,113,56,61)	19	27.jpg
27	knife	(6,108,60,59)	22	27.jpg
28	shell_egg	(42,208,22,23)	7	28.jpg
28	pan	(185,117,72,70)	13	28.jpg
28	frying_pan	(98,93,84,107)	14	28.jpg
28	pan_handle	(114,93,30,48)	15	28.jpg
28	pan_lid	(202,235,55,21)	16	28.jpg
28	table	(0,112,101,142)	29	28.jpg
28	stove	(103,112,154,123)	30	28.jpg
28	bowl	(50,109,46,44)	17	28.jpg
28	cutting_board	(9,113,56,61)	19	28.jpg
28	knife	(6,108,60,59)	22	28.jpg
29	shell_egg	(42,208,22,23)	7	29.jpg
29	pan	(185,117,72,70)	13	29.jpg
29	frying_pan	(98,93,84,107)	14	29.jpg
29	pan_handle	(114,93,30,48)	15	29.jpg
29	pan_lid	(202,235,55,21)	16	29.jpg
29	table	(0,112,101,142)	29	29.jpg
29	stove	(103,112,154,123)	30	29.jpg
29	bowl	(50,109,46,44)	17	29.jpg
29	cutting_board	(9,113,56,61)	19	29.jpg
29	knife	(6,108,60,59)	22	29.jpg
30	shell_egg	(42,208,22,23)	7	30.jpg
30	pan	(185,117,72,70)	13	30.jpg
30	frying_pan	(98,93,84,107)	14	30.jpg
30	pan_handle	(114,93,30,48)	15	30.jpg
30	pan_lid	(202,235,55,21)	16	30.jpg
30	table	(0,112,101,142)	29	30.jpg
30	stove	(103,112,154,123)	30	30.jpg
30	bowl	(50,109,46,44)	17	30.jpg
30	cutting_board	(9,113,56,61)	19	30.jpg
30	knife	(6,108,60,59)	22	30.jpg
31	shell_egg	(42,208,22,23)	7	31.jpg
31	pan	(185,117,72,70)	13	31.jpg
31	frying_pan	(98,93,84,107)	14	31.jpg
31	pan_handle	(114,93,30,48)	15	31.jpg
31	pan_lid	(202,235,55,21)	16	31.jpg
31	table	(0,112,101,142)	29	31.jpg
31	stove	(103,112,154,123)	30	31.jpg
31	bowl	(50,109,46,44)	17	31.jpg
31	cutting_board	(9,113,56,61)	19	31.jpg
31	knife	(6,108,60,59)	22	31.jpg
32	shell_egg	(42,208,22,23)	7	32.jpg
32	pan	(185,117,72,70)	13	32.jpg
32	frying_pan	(98,93,84,107)	14	32.jpg
32	pan_handle	(114,93,30,48)	15	32.jpg
32	pan_lid	(202,235,55,21)	16	32.jpg
32	table	(0,112,101,142)	29	32.jpg
32	stove	(103,112,154,123)	30	32.jpg
32	bowl	(50,109,46,44)	17	32.jpg
32	cutting_board	(9,113,56,61)	19	32.jpg
32	knife	(6,108,60,59)	22	32.jpg
33	shell_egg	(42,208,22,23)	7	33.jpg
33	pan	(185,117,72,70)	13	33.jpg
33	frying_pan	(98,93,84,107)	14	33.jpg
33	pan_handle	(114,93,30,48)	15	33.jpg
33	pan_lid	(202,235,55,21)	16	33.jpg
33	table	(0,112,101,142)	29	33.jpg
33	stove	(103,112,154,123)	30	33.jpg
33	bowl	(50,109,46,44)	17	33.jpg
33	cutting_board	(9,113,56,61)	19	33.jpg
33	knife	(6,108,60,59)	22	33.jpg
34	shell_egg	(42,208,22,23)	7	34.jpg
34	pan	(185,117,72,70)	13	34.jpg
34	frying_pan	(98,93,84,107)	14	34.jpg
34	pan_handle	(114,93,30,48)	15	34.jpg
34	pan_lid	(202,235,55,21)	16	34.jpg
34	table	(0,112,101,142)	29	34.jpg
34	stove	(103,112,154,123)	30	34.jpg
34	bowl	(50,109,46,44)	17	34.jpg
34	cutting_board	(9,113,56,61)	19	34.jpg
34	knife	(6,108,60,59)	22	34.jpg
35	shell_egg	(42,208,22,23)	7	35.jpg
35	pan	(185,117,72,70)	13	35.jpg
35	frying_pan	(98,93,84,107)	14	35.jpg
35	pan_handle	(114,93,30,48)	15	35.jpg
35	pan_lid	(202,235,55,21)	16	35.jpg
35	table	(0,112,101,142)	29	35.jpg
35	stove	(103,112,154,123)	30	35.jpg
35	bowl	(50,109,46,44)	17	35.jpg
35	cutting_board	(9,113,56,61)	19	35.jpg
35	knife	(6,108,60,59)	22	35.jpg
36	shell_egg	(42,208,22,23)	7	36.jpg
36	pan	(185,117,72,70)	13	36.jpg
36	frying_pan	(98,93,84,107)	14	36.jpg
36	pan_handle	(114,93,30,48)	15	36.jpg
36	pan_lid	(202,235,55,21)	16	36.jpg
36	table	(0,112,101,142)	29	36.jpg
36	stove	(103,112,154,123)	30	36.jpg
36	bowl	(50,109,46,44)	17	36.jpg
36	cutting_board	(9,113,56,61)	19	36.jpg
36	knife	(6,108,60,59)	22	36.jpg
37	shell_egg	(42,208,22,23)	7	37.jpg
37	pan	(185,117,72,70)	13	37.jpg
37	frying_pan	(98,93,84,107)	14	37.jpg
37	pan_handle	(114,93,30,48)	15	37.jpg
37	pan_lid	(202,235,55,21)	16	37.jpg
37	table	(0,112,101,142)	29	37.jpg
37	stove	(103,112,154,123)	30	37.jpg
37	bowl	(50,109,46,44)	17	37.jpg
37	cutting_board	(9,113,56,61)	19	37.jpg
37	knife	(6,108,60,59)	22	37.jpg
38	shell_egg	(42,208,22,23)	7	38.jpg
38	pan	(185,117,72,70)	13	38.jpg
38	frying_pan	(98,93,84,107)	14	38.jpg
38	pan_handle	(114,93,30,48)	15	38.jpg
38	pan_lid	(202,235,55,21)	16	38.jpg
38	table	(0,112,101,142)	29	38.jpg
38	stove	(103,112,154,123)	30	38.jpg
38	bowl	(50,109,46,44)	17	38.jpg
38	cutting_board	(9,113,56,61)	19	38.jpg
38	knife	(6,108,60,59)	22	38.jpg
39	shell_egg	(42,208,22,23)	7	39.jpg
39	pan	(185,117,72,70)	13	39.jpg
39	frying_pan	(98,93,84,107)	14	39.jpg
39	pan_handle	(114,93,30,48)	15	39.jpg
39	pan_lid	(202,235,55,21)	16	39.jpg
39	table	(0,112,101,142)	29	39.jpg
39	stove	(103,112,154,123)	30	39.jpg
39	bowl	(50,109,46,44)	17	39.jpg
39	cutting_board	(9,113,56,61)	19	39.jpg
39	knife	(6,108,60,59)	22	39.jpg
40	shell_egg	(42,208,22,23)	7	40.jpg
40	pan	(185,117,72,70)	13	40.jpg
40	frying_pan	(98,93,84,107)	14	40.jpg
40	pan_handle	(114,93,30,48)	15	40.jpg
40	pan_lid	(202,235,55,21)	16	40.jpg
40	table	(0,112,101,142)	29	40.jpg
40	stove	(103,112,154,123)	30	40.jpg
40	bowl	(50,109,46,44)	17	40.jpg
40	cutting_board	(9,113,56,61)	19	40.jpg
40	knife	(6,108,60,59)	22	40.jpg
41	shell_egg	(42,208,22,23)	7	41.jpg
41	pan	(185,117,72,70)	13	41.jpg
41	frying_pan	(98,93,84,107)	14	41.jpg
41	pan_handle	(114,93,30,48)	15	41.jpg
41	pan_lid	(202,235,55,21)	16	41.jpg
41	table	(0,112,101,142)	29	41.jpg
41	stove	(103,112,154,123)	30	41.jpg
41	bowl	(50,109,46,44)	17	41.jpg
41	cutting_board	(9,113,56,61)	19	41.jpg
41	knife	(6,108,60,59)	22	41.jpg
42	shell_egg	(42,208,22,23)	7	42.jpg
42	pan	(185,117,72,70)	13	42.jpg
42	frying_pan	(98,93,84,107)	14	42.jpg
42	pan_handle	(114,93,30,48)	15	42.jpg
42	pan_lid	(202,235,55,21)	16	42.jpg
42	table	(0,112,101,142)	29	42.jpg
42	stove	(103,112,154,123)	30	42.jpg
42	bowl	(50,109,46,44)	17	42.jpg
42	cutting_board	(9,113,56,61)	19	42.jpg
42	knife	(6,108,60,59)	22	42.jpg
43	shell_egg	(42,208,22,23)	7	43.jpg
43	pan	(185,117,72,70)	13	43.jpg
43	frying_pan	(98,93,84,107)	14	43.jpg
43	pan_handle	(114,93,30,48)	15	43.jpg
43	pan_lid	(202,235,55,21)	16	43.jpg
43	table	(0,112,101,142)	29	43.jpg
43	stove	(103,112,154,123)	30	43.jpg
43	bowl	(50,109,46,44)	17	43.jpg
43	cutting_board	(9,113,56,61)	19	43.jpg
43	knife	(6,108,60,59)	22	43.jpg
44	shell_egg	(42,208,22,23)	7	44.jpg
44	pan	(185,117,72,70)	13	44.jpg
44	frying_pan	(98,93,84,107)	14	44.jpg
44	pan_handle	(114,93,30,48)	15	44.jpg
44	pan_lid	(202,235,55,21)	16	44.jpg
44	table	(0,112,101,142)	29	44.jpg
44	stove	(103,112,154,123)	30	44.jpg
44	bowl	(50,109,46,44)	17	44.jpg
44	cutting_board	(9,113,56,61)	19	44.jpg
44	knife	(6,108,60,59)	22	44.jpg
45	shell_egg	(42,208,22,23)	7	45.jpg
45	pan	(185,117,72,70)	13	45.jpg
45	frying_pan	(98,93,84,107)	14	45.jpg
45	pan_handle	(114,93,30,48)	15	45.jpg
45	pan_lid	(202,235,55,21)	16	45.jpg
45	table	(0,112,101,142)	29	45.jpg
45	stove	(103,112,154,123)	30	45.jpg
45	bowl	(50,109,46,44)	17	45.jpg
45	cutting_board	(9,113,56,61)	19	45.jpg
45	knife	(6,108,60,59)	22	45.jpg
46	shell_egg	(42,208,22,23)	7	46.jpg
46	pan	(185,117,72,70)	13	46.jpg
46	frying_pan	(98,93,84,107)	14	46.jpg
46	pan_handle	(114,93,30,48)	15	46.jpg
46	pan_lid	(202,235,55,21)	16	46.jpg
46	table	(0,112,101,142)	29	46.jpg
46	stove	(103,112,154,123)	30	46.jpg
46	bowl	(50,109,46,44)	17	46.jpg
46	cutting_board	(9,113,56,61)	19	46.jpg
46	knife	(6,108,60,59)	22	46.jpg
47	shell_egg	(42,208,22,23)	7	47.jpg
47	pan	(185,117,72,70)	13	47.jpg
47	frying_pan	(98,93,84,107)	14	47.jpg
47	pan_handle	(114,93,30,48)	15	47.jpg
47	pan_lid	(202,235,55,21)	16	47.jpg
47	table	(0,112,101,142)	29	47.jpg
47	stove	(103,112,154,123)	30	47.jpg
47	bowl	(50,109,46,44)	17	47.jpg
47	cutting_board	(9,113,56,61)	19	47.jpg
47	knife	(6,108,60,59)	22	47.jpg
48	shell_egg	(42,208,22,23)	7	48.jpg
48	pan	(185,117,72,70)	13	48.jpg
48	frying_pan	(98,93,84,107)	14	48.jpg
48	pan_handle	(114,93,30,48)	15	48.jpg
48	pan_lid	(202,235,55,21)	16	48.jpg
48	table	(0,112,101,142)	29	48.jpg
48	stove	(103,112,154,123)	30	48.jpg
48	bowl	(50,109,46,44)	17	48.jpg
48	cutting_board	(9,113,56,61)	19	48.jpg
48	knife	(6,108,60,59)	22	48.jpg
49	shell_egg	(42,208,22,23)	7	49.jpg
49	pan	(185,117,72,70)	13	49.jpg
49	frying_pan	(98,93,84,107)	14	49.jpg
49	pan_handle	(114,93,30,48)	15	49.jpg
49	pan_lid	(202,235,55,21)	16	49.jpg
49	table	(0,112,101,142)	29	49.jpg
49	stove	(103,112,154,123)	30	49.jpg
49	bowl	(50,109,46,44)	17	49.jpg
49	cutting_board	(9,113,56,61)	19	49.jpg
49	knife	(6,108,60,59)	22	49.jpg
50	shell_egg	(42,208,22,23)	7	50.jpg
50	pan	(185,117,72,70)	13	50.jpg
50	frying_pan	(98,93,84,107)	14	50.jpg
50	pan_handle	(114,93,30,48)	15	50.jpg
50	pan_lid	(202,235,55,21)	16	50.jpg
50	table	(0,112,101,142)	29	50.jpg
50	stove	(103,112,154,123)	30	50.jpg
50	bowl	(50,109,46,44)	17	50.jpg
50	cutting_board	(9,113,56,61)	19	50.jpg
50	knife	(6,108,60,59)	22	50.jpg
51	shell_egg	(42,208,22,23)	7	51.jpg
51	pan	(185,117,72,70)	13	51.jpg
51	frying_pan	(98,93,84,107)	14	51.jpg
51	pan_handle	(114,93,30,48)	15	51.jpg
51	pan_lid	(202,235,55,21)	16	51.jpg
51	table	(0,112,101,142)	29	51.jpg
51	stove	(103,112,154,123)	30	51.jpg
51	bowl	(50,109,46,44)	17	51.jpg
51	cutting_board	(9,113,56,61)	19	51.jpg
51	knife	(6,108,60,59)	22	51.jpg
52	shell_egg	(42,208,22,23)	7	52.jpg
52	pan	(185,117,72,70)	13	52.jpg
52	frying_pan	(98,93,84,107)	14	52.jpg
52	pan_handle	(114,93,30,48)	15	52.jpg
52	pan_lid	(202,235,55,21)	16	52.jpg
52	table	(0,112,101,142)	29	52.jpg
52	stove	(103,112,154,123)	30	52.jpg
52	bowl	(50,109,46,44)	17	52.jpg
52	cutting_board	(9,113,56,61)	19	52.jpg
52	knife	(6,108,60,59)	22	52.jpg
53	shell_egg	(42,208,22,23)	7	53.jpg
53	pan	(185,117,72,70)	13	53.jpg
53	frying_pan	(98,93,84,107)	14	53.jpg
53	pan_handle	(114,93,30,48)	15	53.jpg
53	pan_lid	(202,235,55,21)	16	53.jpg
53	table	(0,112,101,142)	29	53.jpg
53	stove	(103,112,154,123)	30	53.jpg
53	bowl	(50,109,46,44)	17	53.jpg
53	cutting_board	(9,113,56,61)	19	53.jpg
53	knife	(6,108,60,59)	22	53.jpg
54	shell_egg	(42,208,22,23)	7	54.jpg
54	pan	(185,117,72,70)	13	54.jpg
54	frying_pan	(98,93,84,107)	14	54.jpg
54	pan_handle	(114,93,30,48)	15	54.jpg
54	pan_lid	(202,235,55,21)	16	54.jpg
54	table	(0,112,101,142)	29	54.jpg
54	stove	(103,112,154,123)	30	54.jpg
54	bowl	(50,109,46,44)	17	54.jpg
54	cutting_board	(9,113,56,61)	19	54.jpg
54	knife	(6,108,60,59)	22	54.jpg
55	shell_egg	(42,208,22,23)	7	55.jpg
55	pan	(185,117,72,70)	13	55.jpg
55	frying_pan	(98,93,84,107)	14	55.jpg
55	pan_handle	(114,93,30,48)	15	55.jpg
55	pan_lid	(202,235,55,21)	16	55.jpg
55	table	(0,112,101,142)	29	55.jpg
55	stove	(103,112,154,123)	30	55.jpg
55	bowl	(50,109,46,44)	17	55.jpg
55	cutting_board	(9,113,56,61)	19	55.jpg
55	knife	(6,108,60,59)	22	55.jpg
56	shell_egg	(42,208,22,23)	7	56.jpg
56	pan	(185,117,72,70)	13	56.jpg
56	frying_pan	(98,93,84,107)	14	56.jpg
56	pan_handle	(114,93,30,48)	15	56.jpg
56	pan_lid	(202,235,55,21)	16	56.jpg
56	table	(0,112,101,142)	29	56.jpg
56	stove	(103,112,154,123)	30	56.jpg
56	bowl	(50,109,46,44)	17	56.jpg
